event_id,user_id,feature_name,event_date,usage_count
130,10,core_dashboard,2025-12-02,1
131,10,team_collaboration,2025-11-28,2
132,10,core_dashboard,2025-12-25,1
133,10,core_dashboard,2025-08-09,3
134,10,core_dashboard,2025-09-29,4
135,10,core_dashboard,2025-08-26,1
136,10,reports_export,2025-09-01,4
137,11,reports_export,2024-05-20,1
138,11,custom_alerts,2024-06-24,4
139,11,reports_export,2024-11-09,1
140,11,custom_alerts,2024-12-02,4
141,11,custom_alerts,2024-06-04,4
142,11,integrations,2024-10-06,1
143,11,integrations,2024-10-04,4
144,11,custom_alerts,2024-07-03,3
145,11,custom_alerts,2024-07-04,1
146,11,api_access,2024-08-01,4
147,11,custom_alerts,2024-07-28,2
148,11,reports_export,2024-07-29,1
149,11,integrations,2024-12-14,4
150,11,core_dashboard,2024-09-06,4
151,11,reports_export,2024-04-14,3
152,11,integrations,2024-06-19,3
153,11,api_access,2024-05-10,1
154,11,core_dashboard,2024-11-18,3
155,11,reports_export,2024-07-22,1
156,11,team_collaboration,2024-07-13,4
157,11,integrations,2024-11-26,1
158,11,core_dashboard,2024-11-10,2
159,11,reports_export,2024-08-17,3
160,11,custom_alerts,2024-07-19,3
161,11,integrations,2024-06-26,3
162,11,api_access,2024-06-22,4
163,11,core_dashboard,2024-04-07,1
164,11,team_collaboration,2024-12-12,2
165,11,reports_export,2024-04-18,1
166,11,integrations,2024-04-15,4
167,11,team_collaboration,2024-06-21,3
168,11,api_access,2024-08-30,4
169,12,team_collaboration,2025-12-01,1
170,12,reports_export,2025-08-30,4
171,12,integrations,2025-11-22,3
172,12,core_dashboard,2025-10-02,3
173,12,custom_alerts,2025-10-20,4
174,12,core_dashboard,2025-09-06,2
175,12,integrations,2025-10-25,2
176,12,integrations,2025-09-14,1
177,12,core_dashboard,2025-09-05,4
178,12,api_access,2025-10-27,3
179,12,custom_alerts,2025-11-26,3
180,12,team_collaboration,2025-11-14,4
181,12,team_collaboration,2025-12-01,1
182,12,core_dashboard,2025-09-17,1
183,12,core_dashboard,2025-09-22,1
184,12,core_dashboard,2025-09-03,1
185,12,core_dashboard,2025-12-27,1
186,12,integrations,2025-11-10,1
187,12,custom_alerts,2025-10-20,3
188,12,reports_export,2025-11-14,1
189,12,core_dashboard,2025-11-16,3
190,12,custom_alerts,2025-10-19,4
191,12,core_dashboard,2025-08-29,2
192,12,team_collaboration,2025-11-03,2
193,12,custom_alerts,2025-10-15,3
194,12,reports_export,2025-09-28,1
195,12,integrations,2025-10-22,1
196,13,integrations,2025-08-14,2
197,13,core_dashboard,2025-04-05,1
198,13,team_collaboration,2025-10-22,1
199,13,custom_alerts,2025-12-01,4
200,13,team_collaboration,2025-08-23,3
201,13,core_dashboard,2025-04-09,2
202,13,api_access,2025-04-26,1
203,13,reports_export,2025-10-03,1
204,13,team_collaboration,2025-04-15,4
205,13,core_dashboard,2025-08-27,4
206,13,integrations,2025-10-19,3
207,13,integrations,2025-09-20,3
208,13,reports_export,2025-03-30,1
209,13,reports_export,2025-04-30,1
210,13,reports_export,2025-04-17,3
211,13,custom_alerts,2025-07-13,1
212,13,core_dashboard,2025-06-01,3
213,13,core_dashboard,2025-06-15,1
214,13,reports_export,2025-11-20,1
215,13,integrations,2025-07-08,3
216,13,team_collaboration,2025-07-21,1
217,13,api_access,2025-11-30,1
218,14,custom_alerts,2024-02-08,1
219,14,integrations,2024-04-22,1
220,14,core_dashboard,2024-10-20,3
221,14,custom_alerts,2024-08-27,2
222,14,custom_alerts,2024-10-24,3
223,14,custom_alerts,2024-04-18,3
224,14,team_collaboration,2024-05-21,2
225,14,reports_export,2024-07-04,3
226,14,custom_alerts,2024-07-07,1
227,14,team_collaboration,2024-10-15,3
228,14,team_collaboration,2024-09-16,3
229,14,team_collaboration,2024-09-20,1
230,14,team_collaboration,2024-03-02,3
231,14,core_dashboard,2024-09-08,3
232,14,team_collaboration,2024-06-27,4
233,14,core_dashboard,2024-06-23,1
234,14,team_collaboration,2024-09-23,1
235,14,api_access,2024-05-01,1
236,14,custom_alerts,2024-04-25,1
237,14,team_collaboration,2024-02-06,3
238,14,api_access,2024-10-28,3
239,14,integrations,2024-07-25,4
240,14,core_dashboard,2024-08-30,1
241,14,integrations,2024-04-18,3
242,14,custom_alerts,2024-05-23,3
243,15,team_collaboration,2024-06-02,1
244,15,reports_export,2024-02-21,4
245,15,team_collaboration,2024-03-08,1
246,15,team_collaboration,2024-07-31,3
247,15,integrations,2024-08-05,4
248,15,reports_export,2024-06-15,2
249,15,integrations,2024-05-04,1
250,15,team_collaboration,2024-04-29,3
251,15,api_access,2024-02-27,1
252,15,reports_export,2024-03-26,3
253,15,team_collaboration,2024-05-29,4
254,15,reports_export,2024-08-06,2
255,15,api_access,2024-10-05,1
256,15,core_dashboard,2024-07-12,3
257,15,custom_alerts,2024-07-18,2
258,15,api_access,2024-02-17,4
259,15,core_dashboard,2024-02-14,1
260,15,team_collaboration,2024-05-28,4
261,15,core_dashboard,2024-03-27,2
262,15,team_collaboration,2024-03-25,1
263,15,integrations,2024-10-25,2
264,15,custom_alerts,2024-02-28,4
265,15,core_dashboard,2024-02-04,3
266,15,team_collaboration,2024-08-19,1
267,15,integrations,2024-04-10,3
268,15,custom_alerts,2024-07-21,2
269,15,integrations,2024-04-05,4
270,15,core_dashboard,2024-09-14,4
271,15,integrations,2024-03-10,3
272,15,integrations,2024-08-28,2
273,15,custom_alerts,2024-10-09,1
274,15,api_access,2024-03-03,2
275,15,core_dashboard,2024-02-02,3
276,15,integrations,2024-04-09,3
277,16,reports_export,2024-04-28,1
278,16,api_access,2024-09-26,1
279,16,api_access,2024-09-10,4
280,16,core_dashboard,2024-04-22,3
281,16,core_dashboard,2024-11-21,3
282,16,core_dashboard,2024-11-15,4
283,16,api_access,2024-05-05,2
284,16,team_collaboration,2024-11-25,3
285,16,core_dashboard,2024-04-22,3
286,16,reports_export,2024-06-14,2
287,16,team_collaboration,2024-12-05,2
288,16,team_collaboration,2024-06-19,3
289,16,api_access,2024-08-03,1
290,16,api_access,2024-09-11,2
291,16,api_access,2024-11-13,2
292,16,custom_alerts,2024-09-17,3
293,16,core_dashboard,2024-09-26,3
294,16,integrations,2024-11-19,2
295,16,core_dashboard,2024-10-27,2
296,16,custom_alerts,2024-12-10,3
297,17,custom_alerts,2025-01-03,4
298,17,integrations,2025-01-26,2
299,17,api_access,2025-03-31,4
300,17,custom_alerts,2025-04-02,2
301,17,custom_alerts,2025-04-01,4
302,17,reports_export,2024-11-25,3
303,17,reports_export,2024-10-29,1
304,17,api_access,2025-02-10,1
305,17,api_access,2024-12-22,4
306,17,reports_export,2025-02-28,2
307,17,core_dashboard,2024-12-15,3
308,17,team_collaboration,2024-12-02,3
309,17,team_collaboration,2024-09-20,1
310,17,integrations,2025-02-20,1
311,17,core_dashboard,2024-08-14,2
312,17,reports_export,2025-01-23,3
313,17,team_collaboration,2024-08-27,3
314,17,integrations,2025-03-03,3
315,17,team_collaboration,2025-03-05,2
316,17,integrations,2024-11-19,4
317,17,core_dashboard,2025-04-08,3
318,18,custom_alerts,2024-10-19,3
319,18,team_collaboration,2025-03-06,1
320,18,core_dashboard,2024-11-21,3
321,18,api_access,2025-03-28,3
322,18,integrations,2025-04-17,3
323,18,core_dashboard,2025-03-08,3
324,18,core_dashboard,2024-08-26,4
325,18,custom_alerts,2025-03-14,2
326,19,api_access,2025-08-10,3
327,19,integrations,2025-11-07,4
328,19,team_collaboration,2025-09-27,1
329,19,team_collaboration,2025-07-06,1
330,19,team_collaboration,2025-09-22,1
331,19,core_dashboard,2025-09-19,4
332,19,api_access,2025-10-20,1
333,19,api_access,2025-09-17,4
334,19,integrations,2025-08-18,1
335,19,team_collaboration,2025-11-30,3
336,19,custom_alerts,2025-12-22,1
337,19,reports_export,2025-12-15,2
338,19,core_dashboard,2025-09-13,1
339,19,core_dashboard,2025-10-23,4
340,19,integrations,2025-11-20,4
341,19,team_collaboration,2025-12-19,1
342,19,reports_export,2025-06-02,3
343,19,integrations,2025-09-19,3
344,20,custom_alerts,2025-10-07,2
345,20,reports_export,2025-11-29,1
346,20,integrations,2025-12-07,3
347,20,integrations,2025-10-30,3
348,20,custom_alerts,2025-10-20,1
349,20,custom_alerts,2025-11-19,1
350,20,custom_alerts,2025-12-22,3
351,20,custom_alerts,2025-10-31,1
352,20,team_collaboration,2025-12-15,3
353,20,api_access,2025-09-15,4
354,21,core_dashboard,2024-08-10,2
355,21,core_dashboard,2024-08-26,2
356,21,custom_alerts,2024-06-14,1
357,21,core_dashboard,2024-06-29,3
358,21,team_collaboration,2024-01-29,2
359,21,api_access,2024-04-14,1
360,21,api_access,2024-06-16,3
361,21,integrations,2024-09-19,4
362,22,api_access,2025-11-05,1
363,22,integrations,2025-11-29,3
364,22,reports_export,2025-11-12,3
365,22,integrations,2025-08-17,3
366,22,integrations,2025-10-17,2
367,22,api_access,2025-12-29,3
368,22,core_dashboard,2025-12-19,4
369,22,reports_export,2025-11-18,3
370,22,integrations,2025-08-29,1
371,23,api_access,2024-08-15,3
372,23,core_dashboard,2024-10-21,3
373,23,api_access,2024-12-04,1
374,23,api_access,2024-10-15,3
375,23,api_access,2025-01-17,2
376,23,team_collaboration,2025-01-12,1
377,23,reports_export,2024-11-03,3
378,23,core_dashboard,2025-04-10,4
379,23,api_access,2024-12-13,2
380,23,reports_export,2024-10-04,1
381,23,custom_alerts,2024-09-25,3
382,23,core_dashboard,2024-10-16,2
383,23,reports_export,2025-01-23,4
384,23,reports_export,2025-04-13,1
385,23,team_collaboration,2025-01-22,1
386,23,reports_export,2025-04-12,4
387,23,team_collaboration,2024-09-07,1
388,23,integrations,2024-10-24,2
389,23,integrations,2024-09-27,2
390,24,custom_alerts,2025-11-21,3
391,24,reports_export,2025-12-17,1
392,24,integrations,2025-12-25,3
393,24,api_access,2025-12-30,3
394,24,core_dashboard,2025-11-09,3
395,24,team_collaboration,2025-11-23,1
396,24,reports_export,2025-12-31,1
397,24,integrations,2025-12-15,2
398,24,reports_export,2025-11-11,1
399,24,core_dashboard,2025-11-17,2
400,24,core_dashboard,2025-12-04,4
401,24,core_dashboard,2025-11-14,1
402,24,custom_alerts,2025-11-13,3
403,24,core_dashboard,2025-12-04,4
404,24,core_dashboard,2025-11-20,2
405,24,team_collaboration,2025-12-10,2
406,24,api_access,2025-12-26,3
407,24,integrations,2025-11-04,1
408,24,custom_alerts,2025-12-27,4
409,24,core_dashboard,2025-10-31,1
410,24,team_collaboration,2025-11-04,2
411,25,team_collaboration,2025-12-24,4
412,25,core_dashboard,2025-12-29,3
413,25,reports_export,2025-12-21,1
414,25,team_collaboration,2025-12-22,4
415,26,api_access,2025-08-14,2
416,26,integrations,2025-12-29,4
417,26,custom_alerts,2025-09-08,3
418,26,core_dashboard,2025-10-14,1
419,26,integrations,2025-09-30,3
420,26,team_collaboration,2025-09-03,2
421,26,custom_alerts,2025-10-18,3
422,26,api_access,2025-09-14,4
423,26,core_dashboard,2025-07-29,3
424,26,api_access,2025-09-04,1
425,26,core_dashboard,2025-11-22,4
426,26,team_collaboration,2025-08-31,1
427,26,core_dashboard,2025-08-05,3
428,26,custom_alerts,2025-10-02,1
429,26,api_access,2025-11-26,1
430,26,core_dashboard,2025-11-08,1
431,26,api_access,2025-11-10,2
432,26,core_dashboard,2025-08-11,2
433,26,reports_export,2025-08-17,2
434,26,custom_alerts,2025-11-06,1
435,26,team_collaboration,2025-12-18,4
436,26,team_collaboration,2025-11-22,3
437,26,reports_export,2025-08-13,1
438,26,reports_export,2025-07-24,2
439,26,core_dashboard,2025-07-12,2
440,26,reports_export,2025-10-22,4
441,26,custom_alerts,2025-07-18,1
442,26,core_dashboard,2025-07-23,4
443,27,core_dashboard,2025-04-08,2
444,27,core_dashboard,2025-10-17,2
445,27,team_collaboration,2025-05-02,3
446,27,team_collaboration,2025-05-29,2
447,27,custom_alerts,2025-08-31,3
448,27,custom_alerts,2025-07-03,1
449,27,integrations,2025-11-15,4
450,27,integrations,2025-05-02,1
451,27,reports_export,2025-05-29,3
452,27,reports_export,2025-05-24,2
453,27,reports_export,2025-09-04,1
454,27,custom_alerts,2025-04-27,3
455,27,api_access,2025-08-31,4
456,27,reports_export,2025-10-12,2
457,27,api_access,2025-11-03,1
458,27,core_dashboard,2025-08-05,4
459,27,core_dashboard,2025-07-17,4
460,27,custom_alerts,2025-07-10,4
461,27,team_collaboration,2025-07-08,2
462,27,api_access,2025-07-22,3
463,27,api_access,2025-05-17,4
464,27,api_access,2025-10-23,2
465,27,integrations,2025-07-04,3
466,27,core_dashboard,2025-04-02,4
467,27,reports_export,2025-08-27,3
468,27,core_dashboard,2025-09-04,1
469,27,core_dashboard,2025-10-27,2
470,27,team_collaboration,2025-11-24,3
471,27,reports_export,2025-07-16,3
472,27,custom_alerts,2025-07-21,4
473,28,core_dashboard,2025-02-06,1
474,28,core_dashboard,2024-11-26,2
475,28,integrations,2024-12-18,3
476,28,api_access,2024-08-17,1
477,28,integrations,2025-01-09,3
478,28,team_collaboration,2025-03-08,3
479,28,team_collaboration,2025-01-29,2
480,28,custom_alerts,2025-01-13,2
481,28,team_collaboration,2025-01-05,2
482,28,team_collaboration,2025-04-21,3
483,29,core_dashboard,2025-06-14,2
484,29,custom_alerts,2025-07-06,3
485,29,api_access,2025-09-02,1
486,29,integrations,2025-05-13,2
487,29,integrations,2025-06-11,1
488,29,reports_export,2025-09-20,1
489,29,team_collaboration,2025-12-19,1
490,29,reports_export,2025-05-30,3
491,29,team_collaboration,2025-09-23,4
492,29,reports_export,2025-12-06,1
493,29,core_dashboard,2025-05-04,2
494,29,reports_export,2025-07-20,4
495,29,api_access,2025-09-21,1
496,29,core_dashboard,2025-06-16,4
497,29,integrations,2025-08-09,3
498,29,core_dashboard,2025-11-24,1
499,29,integrations,2025-09-07,3
500,29,core_dashboard,2025-12-08,4
501,29,integrations,2025-06-22,1
502,30,core_dashboard,2025-11-25,2
503,30,integrations,2025-11-04,3
504,30,custom_alerts,2025-10-29,4
505,30,integrations,2025-11-28,1
506,30,reports_export,2025-11-12,3
507,30,integrations,2025-12-17,2
508,30,team_collaboration,2025-10-06,3
509,30,team_collaboration,2025-09-18,2
510,30,custom_alerts,2025-11-10,4
511,30,api_access,2025-12-18,1
512,30,api_access,2025-11-27,2
513,30,api_access,2025-10-08,4
514,30,core_dashboard,2025-11-10,4
515,30,integrations,2025-10-15,3
516,30,integrations,2025-12-12,4
517,30,team_collaboration,2025-09-13,1
518,30,team_collaboration,2025-12-15,4
519,30,team_collaboration,2025-12-05,1
520,30,custom_alerts,2025-09-18,1
521,30,reports_export,2025-10-18,3
522,30,custom_alerts,2025-10-09,2
523,30,api_access,2025-09-08,2
524,30,reports_export,2025-09-01,3
525,30,integrations,2025-12-11,3
526,30,core_dashboard,2025-08-26,4
527,30,team_collaboration,2025-10-11,3
528,30,api_access,2025-11-24,2
529,30,api_access,2025-10-16,4
530,30,team_collaboration,2025-12-31,4
531,31,core_dashboard,2025-05-06,1
532,31,integrations,2025-06-22,3
533,31,core_dashboard,2024-10-18,4
534,31,api_access,2024-11-11,2
535,31,team_collaboration,2025-05-26,4
536,31,integrations,2025-06-06,3
537,31,custom_alerts,2025-06-12,1
538,31,custom_alerts,2025-06-01,4
539,32,custom_alerts,2024-03-01,1
540,32,core_dashboard,2024-03-02,2
541,32,core_dashboard,2024-04-03,4
542,32,custom_alerts,2024-01-14,3
543,32,core_dashboard,2024-06-27,2
544,32,team_collaboration,2024-10-02,1
545,33,integrations,2024-10-04,3
546,33,core_dashboard,2024-06-29,4
547,33,team_collaboration,2024-12-20,1
548,33,integrations,2025-01-15,1
549,33,core_dashboard,2024-07-10,1
550,33,api_access,2024-06-20,1
551,33,custom_alerts,2024-11-30,3
552,33,custom_alerts,2024-12-28,1
553,33,api_access,2024-08-26,4
554,33,core_dashboard,2024-08-11,4
555,33,custom_alerts,2025-02-11,2
556,33,core_dashboard,2024-11-13,4
557,33,api_access,2024-11-20,4
558,33,core_dashboard,2024-11-19,1
559,33,api_access,2025-02-25,3
560,33,integrations,2024-09-14,4
561,33,custom_alerts,2025-02-12,3
562,33,integrations,2024-12-15,1
563,33,integrations,2024-08-10,4
564,33,core_dashboard,2024-10-14,1
565,33,reports_export,2024-08-01,3
566,33,custom_alerts,2024-11-28,4
567,33,custom_alerts,2024-07-29,1
568,33,api_access,2024-09-18,3
569,34,team_collaboration,2025-12-23,4
570,34,core_dashboard,2025-12-22,3
571,34,custom_alerts,2025-12-29,3
572,34,team_collaboration,2025-12-31,1
573,34,core_dashboard,2025-12-19,2
574,35,reports_export,2025-05-30,4
575,35,integrations,2025-09-20,2
576,35,team_collaboration,2025-06-03,4
577,35,core_dashboard,2025-03-14,4
578,35,integrations,2025-04-28,3
579,35,api_access,2025-10-14,4
580,35,custom_alerts,2025-07-28,1
581,35,custom_alerts,2025-04-25,3
582,35,reports_export,2025-03-21,3
583,35,team_collaboration,2025-09-19,3
584,35,core_dashboard,2025-06-08,1
585,35,core_dashboard,2025-04-28,1
586,35,api_access,2025-05-03,3
587,35,custom_alerts,2025-04-19,2
588,35,custom_alerts,2025-11-22,1
589,35,core_dashboard,2025-11-17,4
590,35,integrations,2025-04-17,2
591,35,reports_export,2025-11-17,2
592,35,reports_export,2025-09-18,1
593,36,api_access,2025-07-13,2
594,36,team_collaboration,2025-03-05,3
595,36,core_dashboard,2025-03-23,1
596,36,reports_export,2025-02-14,1
597,36,custom_alerts,2025-03-28,3
598,36,team_collaboration,2025-06-06,3
599,36,integrations,2025-08-29,4
600,36,custom_alerts,2025-05-21,3
601,36,team_collaboration,2025-08-21,1
602,36,core_dashboard,2025-06-24,1
603,36,team_collaboration,2025-02-16,3
604,36,reports_export,2025-06-12,3
605,36,core_dashboard,2025-01-12,4
606,36,integrations,2025-07-18,3
607,36,core_dashboard,2025-03-28,2
608,36,core_dashboard,2025-05-10,3
609,36,custom_alerts,2025-03-10,1
610,36,reports_export,2025-04-21,2
611,36,integrations,2025-05-09,2
612,36,integrations,2025-02-23,4
613,36,integrations,2025-01-09,1
614,36,core_dashboard,2025-08-23,4
615,37,api_access,2024-12-01,2
616,37,custom_alerts,2025-01-14,1
617,37,team_collaboration,2025-05-29,2
618,37,reports_export,2025-01-29,2
619,37,custom_alerts,2025-03-25,2
620,37,team_collaboration,2025-01-25,3
621,37,team_collaboration,2025-03-02,3
622,37,team_collaboration,2025-01-08,4
623,37,custom_alerts,2025-05-22,4
624,37,core_dashboard,2024-10-23,2
625,37,custom_alerts,2025-02-07,4
626,37,core_dashboard,2025-04-27,4
627,37,api_access,2025-06-17,1
628,37,team_collaboration,2024-11-23,2
629,37,api_access,2025-01-26,2
630,37,reports_export,2025-05-24,1
631,37,api_access,2025-06-20,4
632,37,reports_export,2025-03-03,1
633,37,team_collaboration,2025-04-22,3
634,37,custom_alerts,2025-04-15,4
635,37,integrations,2025-06-10,2
636,37,custom_alerts,2025-03-25,3
637,37,reports_export,2025-01-05,2
638,37,core_dashboard,2024-11-07,3
639,37,team_collaboration,2024-10-14,3
640,38,team_collaboration,2024-11-10,1
641,38,api_access,2024-09-02,1
642,38,team_collaboration,2024-07-20,4
643,38,integrations,2024-07-05,2
644,38,reports_export,2024-09-16,1
645,38,core_dashboard,2024-11-24,4
646,38,team_collaboration,2024-10-15,4
647,38,integrations,2024-08-20,1
648,38,team_collaboration,2024-09-05,3
649,38,api_access,2025-01-29,4
650,38,core_dashboard,2025-01-20,4
651,38,reports_export,2025-01-26,2
652,38,core_dashboard,2024-09-17,1
653,38,api_access,2025-01-07,1
654,38,integrations,2024-09-06,2
655,38,reports_export,2024-09-16,4
656,38,reports_export,2024-08-06,2
657,38,custom_alerts,2024-07-25,3
658,38,api_access,2024-07-10,1
659,38,core_dashboard,2024-11-19,4
660,38,integrations,2025-01-18,4
661,38,api_access,2024-11-26,3
662,38,core_dashboard,2024-10-06,4
663,38,reports_export,2024-11-06,4
664,38,core_dashboard,2024-06-20,2
665,39,integrations,2024-10-17,4
666,39,core_dashboard,2024-12-15,3
667,39,api_access,2024-08-15,3
668,39,core_dashboard,2024-08-30,3
669,39,custom_alerts,2024-12-15,3
670,39,core_dashboard,2024-10-13,3
671,39,integrations,2024-08-09,1
672,39,reports_export,2024-09-30,3
673,39,core_dashboard,2024-11-17,2
674,39,integrations,2024-09-23,1
675,39,api_access,2025-01-12,3
676,39,integrations,2025-03-30,1
677,39,custom_alerts,2025-04-21,1
678,39,integrations,2024-10-31,1
679,39,custom_alerts,2024-09-23,3
680,39,integrations,2024-10-05,2
681,39,integrations,2024-08-19,1
682,39,reports_export,2024-12-29,1
683,39,integrations,2024-10-19,4
684,39,api_access,2025-05-04,3
685,39,api_access,2025-03-17,4
686,39,core_dashboard,2024-09-02,1
687,39,custom_alerts,2024-08-26,2
688,39,reports_export,2025-03-22,1
689,40,reports_export,2025-03-30,1
690,40,custom_alerts,2025-02-05,1
691,40,api_access,2025-07-08,4
692,40,api_access,2025-08-28,3
693,41,team_collaboration,2024-10-29,2
694,41,api_access,2024-06-30,1
695,41,api_access,2024-05-16,4
696,41,team_collaboration,2024-04-20,3
697,41,integrations,2024-05-07,2
698,42,custom_alerts,2024-05-18,2
699,42,core_dashboard,2024-11-05,1
700,42,team_collaboration,2024-10-04,2
701,42,custom_alerts,2024-07-15,1
702,42,integrations,2024-07-16,1
703,42,api_access,2024-09-19,1
704,42,core_dashboard,2024-08-06,2
705,42,reports_export,2024-07-12,1
706,42,integrations,2024-04-22,1
707,42,custom_alerts,2024-05-05,2
708,42,core_dashboard,2024-05-10,2
709,42,core_dashboard,2024-04-16,1
710,42,api_access,2024-06-30,2
711,42,custom_alerts,2024-05-19,3
712,42,integrations,2024-11-09,1
713,42,team_collaboration,2024-07-06,2
714,42,integrations,2024-11-21,2
715,42,team_collaboration,2024-05-19,2
716,42,team_collaboration,2024-06-27,4
717,42,reports_export,2024-09-07,3
718,42,reports_export,2024-09-25,1
719,42,team_collaboration,2024-12-09,3
720,43,integrations,2025-06-13,1
721,43,reports_export,2025-05-12,1
722,43,integrations,2025-04-30,3
723,43,core_dashboard,2025-02-08,4
724,43,integrations,2025-09-10,4
725,43,api_access,2025-08-28,4
726,43,integrations,2025-08-07,2
727,43,api_access,2025-04-28,3
728,43,integrations,2025-02-01,1
729,43,custom_alerts,2025-04-20,3
730,43,core_dashboard,2025-04-09,2
731,43,integrations,2025-06-13,3
732,43,reports_export,2025-04-17,3
733,43,team_collaboration,2025-03-12,2
734,43,api_access,2025-02-22,1
735,43,reports_export,2025-03-14,3
736,43,integrations,2025-10-20,2
737,43,integrations,2025-05-31,3
738,43,custom_alerts,2025-08-28,4
739,43,core_dashboard,2025-10-18,1
740,43,api_access,2025-06-19,4
741,43,team_collaboration,2025-04-22,1
742,44,integrations,2024-12-14,2
743,44,api_access,2024-08-12,3
